Driving_License,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Age_group
1,0,0,0,2630.0,152.0,134,0,2
1,1,1,0,25363.0,122.0,169,0,3
1,1,1,0,41994.0,26.0,135,0,3
1,0,1,1,48614.0,124.0,198,1,2
1,1,0,0,47855.0,152.0,247,0,1
1,1,0,1,30574.0,152.0,129,0,2
1,1,1,0,31857.0,124.0,287,0,3
1,0,0,1,23805.0,160.0,153,0,1
1,1,1,0,39375.0,124.0,272,0,3
1,0,1,1,26073.0,163.0,141,0,2
1,0,0,1,2630.0,160.0,83,0,1
1,1,0,0,39009.0,152.0,217,0,1
1,1,0,0,33541.0,152.0,247,0,1
1,1,0,1,31021.0,152.0,172,0,2
1,0,1,0,40597.0,124.0,296,0,3
1,0,1,0,28204.0,124.0,126,0,2
1,1,1,0,28978.0,152.0,213,0,2
1,1,0,0,44197.0,152.0,153,0,2
1,1,1,0,44615.0,26.0,24,0,3
1,0,1,1,30837.0,124.0,117,1,2
1,0,1,1,20995.0,26.0,265,0,2
1,0,1,1,33257.0,163.0,107,0,2
1,1,1,0,32054.0,124.0,292,0,3
1,0,2,1,58710.0,124.0,196,0,2
1,0,1,1,51832.0,124.0,146,0,2
1,0,1,1,2630.0,156.0,136,0,2
1,1,0,0,2630.0,160.0,165,0,1
1,1,1,0,29455.0,12.0,27,0,4
1,1,1,0,29109.0,4.0,110,0,2
1,1,0,0,26762.0,152.0,84,0,1
1,1,0,0,31424.0,152.0,98,0,1
1,0,0,1,28245.0,152.0,164,1,2
1,1,0,1,32109.0,152.0,35,0,1
1,1,0,0,17796.0,160.0,23,0,1
1,1,0,0,2630.0,26.0,193,0,2
1,1,0,0,31661.0,153.0,37,0,2
1,0,1,1,66365.0,124.0,164,0,3
1,1,0,0,30915.0,152.0,178,0,1
1,1,0,0,28377.0,152.0,15,0,1
1,1,0,0,30350.0,152.0,214,0,2
1,1,0,0,34404.0,152.0,160,0,2
1,1,0,0,40652.0,26.0,178,0,1
1,0,0,1,2630.0,124.0,125,1,1
1,0,1,1,46350.0,26.0,167,0,2
1,0,0,1,2630.0,152.0,276,0,2
1,0,1,1,35338.0,154.0,293,0,2
1,0,1,1,37158.0,124.0,256,0,2
1,0,1,1,2630.0,156.0,95,0,2
1,1,0,0,27254.0,152.0,239,0,2
1,0,2,1,30505.0,124.0,257,0,3
1,0,1,1,33555.0,120.0,210,1,2
1,1,0,0,29376.0,160.0,169,0,1
1,0,1,1,61527.0,26.0,194,0,2
1,1,1,0,49405.0,122.0,117,0,2
1,0,0,1,37784.0,152.0,66,0,1
1,1,1,1,2630.0,157.0,28,0,2
1,1,0,0,25365.0,152.0,228,0,2
1,1,0,0,35170.0,152.0,187,0,2
1,0,0,1,39271.0,152.0,283,0,2
1,0,1,1,2630.0,156.0,37,0,2
1,1,0,0,30135.0,152.0,279,0,2
1,0,1,1,43191.0,124.0,171,0,3
1,0,0,1,51428.0,124.0,235,0,1
1,1,0,0,39370.0,152.0,216,0,2
1,1,0,0,28361.0,152.0,147,0,1
1,1,1,1,34016.0,122.0,165,0,2
1,0,0,1,29400.0,154.0,43,1,1
1,0,2,1,44133.0,30.0,268,1,3
1,1,0,0,32799.0,152.0,268,0,1
1,0,1,1,30882.0,124.0,197,1,2
1,0,1,0,28374.0,124.0,138,0,3
1,0,1,1,2630.0,26.0,105,0,3
1,0,1,1,2630.0,26.0,255,1,2
1,1,0,0,38277.0,152.0,85,0,2
1,0,1,1,51536.0,13.0,28,0,2
1,0,1,1,2630.0,52.0,11,0,3
1,0,1,1,2630.0,124.0,179,0,4
1,1,0,0,29783.0,152.0,241,0,1
1,1,0,0,24585.0,152.0,82,0,2
1,0,1,1,28775.0,31.0,231,1,2
1,0,1,1,39703.0,26.0,199,1,2
1,1,0,0,38250.0,160.0,251,0,1
1,1,0,0,37256.0,152.0,110,0,1
1,1,0,0,2630.0,152.0,64,0,2
1,1,1,1,51896.0,26.0,143,0,2
1,1,0,0,32148.0,152.0,284,0,1
1,0,1,1,51723.0,26.0,193,0,3
1,0,0,1,36278.0,152.0,95,0,1
1,0,1,1,34126.0,124.0,99,0,2
1,0,1,1,24912.0,124.0,142,0,3
1,0,0,1,2630.0,152.0,109,0,2
1,1,1,0,44392.0,26.0,105,0,2
1,0,0,1,30276.0,152.0,129,0,1
1,1,0,0,25170.0,152.0,46,0,1
1,1,0,0,36605.0,152.0,276,0,2
1,1,1,0,2630.0,26.0,23,0,3
1,0,1,1,2630.0,26.0,127,0,2
1,0,1,1,2630.0,124.0,162,0,3
1,1,1,0,47403.0,124.0,113,0,3
1,1,0,0,35216.0,152.0,251,0,2
1,1,1,0,28982.0,60.0,216,0,2
1,0,2,1,2630.0,98.0,264,0,3
1,0,2,1,41907.0,122.0,80,0,2
1,1,0,0,33327.0,152.0,88,0,2
1,0,1,0,60949.0,7.0,160,0,2
1,1,1,0,2630.0,124.0,267,0,2
1,0,2,1,39129.0,122.0,51,0,3
1,0,2,1,35198.0,122.0,138,0,3
1,1,1,0,39870.0,14.0,271,0,3
1,1,0,0,43986.0,152.0,241,0,1
1,0,1,1,2630.0,124.0,70,1,3
1,1,0,0,38599.0,152.0,77,0,1
1,0,1,1,2630.0,152.0,257,1,2
1,0,0,1,50277.0,124.0,132,0,2
1,1,0,0,24897.0,152.0,176,0,2
1,1,1,0,24778.0,154.0,74,0,3
1,1,0,0,30139.0,152.0,166,0,1
1,1,0,0,30197.0,152.0,151,0,2
1,0,1,1,35863.0,26.0,76,0,2
1,1,1,0,46171.0,124.0,267,0,3
1,1,0,0,30098.0,152.0,75,0,2
1,0,1,1,43142.0,26.0,67,1,3
1,0,1,1,2630.0,124.0,71,0,3
1,0,0,1,21412.0,152.0,158,0,2
1,1,1,0,25379.0,54.0,284,0,2
1,1,0,0,35694.0,152.0,132,0,2
1,1,0,0,24483.0,152.0,232,0,2
1,0,1,1,37155.0,122.0,54,0,2
1,0,1,1,25496.0,93.0,65,0,2
1,0,1,1,39807.0,26.0,69,0,4
1,1,1,0,2630.0,152.0,215,0,3
1,0,0,1,30933.0,156.0,27,0,2
1,0,1,1,33844.0,26.0,269,0,3
1,1,0,0,28217.0,152.0,258,0,2
1,0,1,1,33292.0,26.0,160,0,2
1,0,1,0,29213.0,26.0,37,0,2
1,0,1,1,37306.0,124.0,138,1,3
1,1,1,0,24287.0,152.0,278,0,3
1,1,1,0,37376.0,26.0,33,0,4
1,0,1,1,29129.0,124.0,180,0,2
1,0,1,1,2630.0,155.0,164,0,2
1,1,0,0,29744.0,151.0,218,0,1
1,0,1,1,43829.0,124.0,143,1,3
1,0,0,1,29142.0,160.0,159,0,1
1,0,1,0,39072.0,124.0,226,0,3
1,1,0,0,32785.0,152.0,159,0,1
1,1,0,0,2630.0,152.0,271,0,1
1,0,1,1,27490.0,124.0,234,0,2
1,0,1,1,2630.0,157.0,147,0,3
1,1,0,0,27000.0,152.0,203,0,1
1,0,1,1,36806.0,124.0,77,1,2
1,1,0,0,34569.0,152.0,62,0,2
1,1,0,0,44622.0,152.0,222,0,2
1,0,1,1,32109.0,124.0,20,1,2
1,0,0,1,45177.0,160.0,45,0,1
1,1,1,0,32144.0,124.0,121,0,2
1,0,0,1,32250.0,152.0,31,0,1
1,0,1,1,2630.0,124.0,67,1,2
1,0,1,1,37123.0,124.0,139,0,3
1,0,2,1,50393.0,122.0,234,1,3
1,0,1,1,22938.0,124.0,155,0,2
1,0,1,1,46914.0,26.0,265,1,2
1,1,0,0,31712.0,152.0,138,0,1
1,0,1,1,50078.0,26.0,190,1,2
1,1,0,0,32855.0,152.0,96,0,1
1,1,1,0,2630.0,124.0,156,0,2
1,1,0,0,28889.0,152.0,218,0,1
1,1,0,0,35231.0,152.0,178,0,2
1,0,0,1,36324.0,26.0,282,0,1
1,0,0,1,2630.0,152.0,172,0,2
1,0,1,0,35678.0,124.0,263,0,2
1,1,0,0,28467.0,152.0,273,0,2
1,0,0,0,37396.0,152.0,79,0,2
1,1,0,0,29051.0,152.0,32,0,1
1,1,1,0,37984.0,31.0,79,0,3
1,0,1,1,2630.0,124.0,76,0,2
1,0,1,1,37298.0,26.0,273,1,2
1,1,0,0,54422.0,152.0,189,0,1
1,0,0,1,2630.0,157.0,233,0,2
1,0,1,0,36202.0,26.0,165,0,2
1,0,1,1,2630.0,124.0,216,1,2
1,1,0,0,30325.0,152.0,124,0,2
1,1,1,0,25440.0,124.0,170,0,3
1,1,1,0,2630.0,157.0,181,0,1
1,0,1,0,30065.0,26.0,138,0,2
1,1,0,0,47464.0,152.0,40,0,1
1,1,1,1,2630.0,156.0,217,0,2
1,1,0,0,25605.0,152.0,257,0,1
1,0,1,1,2630.0,124.0,170,0,2
1,1,1,0,35694.0,152.0,225,0,3
1,1,0,0,23227.0,26.0,119,0,2
1,1,0,0,29376.0,160.0,192,0,2
1,0,0,1,38497.0,152.0,118,0,1
1,1,0,0,46271.0,152.0,184,0,2
1,1,1,0,32416.0,124.0,98,0,2
1,0,1,1,56613.0,26.0,106,1,2
1,1,0,0,34457.0,152.0,158,0,1
1,0,1,1,35000.0,124.0,26,1,2
1,1,0,0,26201.0,152.0,33,0,1
1,1,1,0,2630.0,26.0,106,0,2
1,1,0,0,21729.0,152.0,153,0,2
1,1,0,0,22756.0,152.0,42,0,1
1,0,1,1,2630.0,124.0,222,0,2
1,0,1,1,34851.0,124.0,79,0,2
1,1,0,0,32068.0,152.0,268,0,1
1,0,1,0,63610.0,124.0,83,0,3
1,0,0,1,46206.0,124.0,208,1,2
1,1,0,0,2630.0,152.0,175,0,2
1,0,1,1,23802.0,124.0,215,0,2
1,0,0,1,34823.0,152.0,66,0,2
1,1,0,0,29952.0,160.0,256,0,1
1,1,0,0,34979.0,152.0,174,0,2
1,1,0,0,31646.0,26.0,71,0,1
1,0,0,1,45179.0,152.0,27,0,2
1,0,1,1,37376.0,26.0,149,0,2
1,1,1,0,29087.0,124.0,282,0,3
1,0,0,0,2630.0,1.0,259,0,2
1,1,1,0,2630.0,124.0,60,0,3
1,1,0,0,27585.0,152.0,25,0,1
1,1,1,0,2630.0,154.0,131,0,2
1,0,1,1,28951.0,26.0,105,0,2
1,0,0,1,28081.0,152.0,187,0,2
1,0,0,0,38562.0,152.0,123,0,1
1,1,0,0,43102.0,152.0,109,0,1
1,0,1,1,46798.0,122.0,31,1,2
1,0,1,0,2630.0,26.0,265,0,2
1,1,0,0,30102.0,152.0,213,0,1
1,0,1,1,38256.0,26.0,254,0,2
1,0,0,1,30479.0,152.0,292,0,2
1,1,1,0,35792.0,16.0,81,0,4
1,0,1,1,70553.0,124.0,240,0,4
1,0,1,1,2630.0,26.0,284,0,2
1,0,0,1,44353.0,152.0,272,0,1
1,0,0,1,34694.0,152.0,37,0,2
1,0,1,1,29112.0,26.0,131,1,2
1,0,1,1,38450.0,26.0,223,0,3
1,0,1,1,28393.0,26.0,244,0,2
1,0,0,1,37124.0,124.0,285,0,2
1,0,1,1,34260.0,30.0,120,0,3
1,0,1,1,2630.0,124.0,113,0,3
1,1,0,0,2630.0,26.0,219,0,1
1,1,0,0,29140.0,160.0,131,0,1
1,0,0,1,33131.0,26.0,144,0,1
1,0,0,1,32699.0,160.0,121,0,1
1,1,1,0,39713.0,26.0,126,0,3
1,0,2,1,48419.0,26.0,215,0,3
1,1,1,1,63395.0,124.0,129,0,2
1,1,0,0,25677.0,152.0,250,0,2
1,1,0,0,29605.0,152.0,298,0,1
1,0,0,1,34267.0,152.0,256,1,1
1,0,2,1,2630.0,156.0,244,0,2
1,0,0,1,40172.0,152.0,160,0,2
1,1,2,1,44771.0,124.0,128,0,2
1,0,1,1,29314.0,124.0,298,0,3
1,1,0,0,33191.0,152.0,163,0,1
1,0,1,1,2630.0,156.0,192,1,2
1,1,0,0,33267.0,160.0,30,0,1
1,0,1,1,46874.0,26.0,257,0,2
1,0,0,1,33504.0,152.0,244,0,1
1,1,0,0,32175.0,152.0,141,0,1
1,1,0,0,2630.0,156.0,211,0,2
1,0,0,1,39460.0,152.0,257,0,1
1,1,1,0,31502.0,26.0,161,0,2
1,1,0,0,44633.0,152.0,144,0,2
1,0,0,1,27416.0,152.0,203,0,1
1,0,1,1,38949.0,122.0,171,0,3
1,0,1,1,38114.0,152.0,257,0,2
1,0,0,1,2630.0,160.0,177,0,2
1,0,1,1,39227.0,25.0,295,1,3
1,0,0,1,28937.0,152.0,190,0,2
1,0,1,1,37015.0,26.0,42,0,2
1,0,0,1,2630.0,152.0,177,0,2
1,1,0,0,34304.0,152.0,139,0,1
1,1,0,0,23779.0,152.0,81,0,1
1,1,1,0,27767.0,152.0,109,0,3
1,1,0,0,22257.0,152.0,101,0,1
1,1,0,0,28569.0,152.0,81,0,1
1,0,1,1,27893.0,124.0,216,0,3
1,0,0,1,2630.0,152.0,24,0,1
1,0,1,1,49616.0,26.0,241,0,3
1,0,0,1,35423.0,151.0,258,0,1
1,0,1,1,2630.0,154.0,177,0,2
1,0,1,1,24146.0,122.0,194,1,3
1,1,0,0,46555.0,160.0,275,0,1
1,1,0,0,36803.0,152.0,209,0,2
1,0,0,1,28451.0,26.0,257,0,2
1,1,0,0,23768.0,152.0,81,0,1
1,0,1,1,35679.0,124.0,113,0,3
1,1,1,0,41362.0,26.0,284,0,3
1,1,0,0,36759.0,152.0,231,0,1
1,1,1,0,2630.0,124.0,115,0,2
1,0,1,1,36994.0,154.0,266,1,2
1,0,1,1,37658.0,26.0,215,0,2
1,0,1,1,2630.0,124.0,205,1,2
1,0,1,1,23712.0,124.0,64,1,2
1,1,0,0,30204.0,152.0,131,0,1
1,1,1,0,31252.0,26.0,80,0,4
1,0,1,1,32237.0,26.0,49,0,2
1,0,0,1,32679.0,152.0,180,0,1
1,0,1,1,25270.0,156.0,272,0,2
1,0,0,1,28646.0,152.0,204,0,1
1,0,1,1,29458.0,26.0,59,0,2
1,0,1,1,36911.0,26.0,115,0,3
1,1,1,1,58330.0,26.0,276,0,3
1,0,0,1,39745.0,152.0,261,0,1
1,1,0,0,36732.0,152.0,255,0,2
1,1,0,0,30078.0,152.0,278,0,2
1,1,0,0,35162.0,152.0,250,0,2
1,0,1,1,48662.0,122.0,168,0,3
1,0,1,1,59404.0,124.0,223,0,3
1,0,2,1,28702.0,26.0,56,0,3
1,0,0,1,31273.0,152.0,131,0,1
1,1,0,0,46835.0,160.0,160,0,1
1,1,0,0,30922.0,152.0,108,0,1
1,0,0,1,48532.0,152.0,130,0,2
1,1,0,0,27128.0,152.0,251,0,1
1,0,1,1,31763.0,26.0,114,0,4
1,1,0,0,28249.0,152.0,286,0,2
1,0,1,0,2630.0,15.0,147,0,2
1,1,1,0,49762.0,124.0,156,0,2
1,0,2,1,2630.0,26.0,95,1,2
1,1,0,0,27697.0,152.0,169,0,2
1,1,1,0,2630.0,26.0,143,0,2
1,1,0,0,27083.0,152.0,276,0,1
1,1,0,0,27962.0,152.0,260,0,1
1,1,0,0,23683.0,160.0,100,0,1
1,0,0,1,23477.0,152.0,37,0,2
1,0,1,1,2630.0,156.0,152,0,2
1,1,0,0,35367.0,152.0,126,0,2
1,0,0,1,41368.0,124.0,68,0,2
1,1,1,0,25191.0,124.0,255,0,2
1,1,0,0,23992.0,152.0,291,0,1
1,1,0,0,2630.0,163.0,158,0,1
1,0,0,1,52664.0,26.0,131,0,1
1,1,1,0,28405.0,152.0,106,0,2
1,1,0,0,46944.0,152.0,49,0,2
1,1,0,0,30400.0,152.0,126,0,2
1,1,0,1,28268.0,154.0,160,0,1
1,0,1,0,25695.0,124.0,262,0,2
1,1,1,0,72904.0,122.0,263,0,3
1,1,1,1,2630.0,157.0,38,0,2
1,0,1,1,45281.0,124.0,138,0,2
1,1,0,0,43814.0,152.0,119,0,1
1,0,1,1,27410.0,26.0,144,1,3
1,1,0,0,33241.0,152.0,259,0,2
1,0,2,1,79940.0,26.0,52,0,3
1,1,1,0,30496.0,26.0,120,0,2
1,1,0,0,28677.0,160.0,211,0,1
1,0,1,1,40496.0,26.0,295,0,2
1,0,0,0,28891.0,152.0,94,0,1
1,0,1,1,49161.0,124.0,242,0,2
1,0,2,1,49418.0,3.0,64,0,4
1,0,0,1,25666.0,152.0,200,0,2
1,1,0,0,24773.0,152.0,186,0,1
1,0,0,0,29098.0,160.0,274,0,2
1,0,0,1,44986.0,151.0,50,0,1
1,1,0,0,35682.0,152.0,241,0,2
1,1,0,0,38295.0,160.0,206,0,1
1,1,1,0,2630.0,160.0,170,0,3
1,0,0,1,2630.0,160.0,248,0,2
1,0,1,0,24302.0,11.0,263,0,2
1,0,1,1,44397.0,124.0,233,0,3
1,1,1,0,36138.0,24.0,182,0,3
1,1,1,0,29894.0,124.0,237,0,3
1,1,1,0,24350.0,152.0,34,0,2
1,0,2,1,55655.0,26.0,243,0,2
1,0,2,1,48147.0,26.0,145,0,2
1,1,1,0,25663.0,26.0,39,0,3
1,0,1,1,34146.0,26.0,34,0,2
1,1,1,0,2630.0,26.0,284,0,3
1,0,1,1,24889.0,26.0,101,0,2
1,1,0,0,26774.0,152.0,31,0,2
1,1,0,0,43763.0,152.0,146,0,1
1,0,1,1,58817.0,26.0,67,0,3
1,0,1,0,2630.0,124.0,79,0,2
1,0,0,1,24765.0,160.0,252,0,1
1,0,1,1,36220.0,26.0,34,1,2
1,1,0,0,28380.0,152.0,272,0,1
1,1,1,0,24549.0,124.0,102,0,2
1,0,0,1,25888.0,152.0,213,0,1
1,0,1,1,2630.0,31.0,259,0,2
1,0,1,1,34896.0,26.0,69,1,2
1,1,0,0,25467.0,152.0,195,0,2
1,1,0,0,29193.0,160.0,174,0,1
1,1,1,0,2630.0,124.0,232,0,3
1,0,1,1,34850.0,124.0,206,0,3
1,1,1,0,46903.0,26.0,141,0,3
1,1,0,0,30195.0,152.0,162,0,1
1,1,0,0,27319.0,152.0,291,0,1
1,0,1,0,2630.0,124.0,152,0,3
1,0,0,1,33242.0,152.0,131,0,1
1,0,0,1,25334.0,152.0,283,0,2
1,1,0,0,23882.0,152.0,281,0,1
1,1,0,0,60178.0,152.0,299,0,1
1,1,1,0,2630.0,157.0,284,0,3
1,1,1,0,62230.0,26.0,150,0,4
1,0,1,0,2630.0,157.0,129,1,2
1,1,1,0,27123.0,152.0,58,0,3
1,0,1,1,34862.0,8.0,296,1,2
1,0,0,1,32643.0,152.0,191,0,1
1,0,1,1,2630.0,26.0,215,0,2
1,0,1,1,2630.0,157.0,137,1,2
1,0,0,1,28071.0,152.0,285,0,1
1,1,1,0,28412.0,124.0,128,0,2
1,0,1,1,47505.0,124.0,286,0,2
1,0,1,1,61813.0,55.0,122,0,3
1,1,0,0,29150.0,152.0,136,0,2
1,1,0,0,38787.0,152.0,226,0,2
1,1,0,0,39803.0,152.0,100,0,2
1,1,1,0,39098.0,124.0,204,0,2
1,1,1,0,31351.0,26.0,165,0,3
1,0,1,1,2630.0,156.0,100,0,2
1,1,0,0,38648.0,152.0,214,0,1
1,0,0,1,2630.0,26.0,130,0,2
1,0,1,1,39310.0,26.0,268,1,2
1,0,1,1,2630.0,26.0,175,1,3
1,1,0,0,2630.0,160.0,288,0,2
1,1,1,0,27265.0,152.0,112,0,2
1,0,1,1,42747.0,152.0,206,0,2
1,1,1,0,2630.0,26.0,243,0,3
1,0,0,1,40688.0,152.0,176,0,2
1,1,1,0,35401.0,26.0,229,0,3
1,0,0,0,21264.0,152.0,21,0,1
1,1,1,0,28399.0,152.0,81,0,3
1,0,2,1,60575.0,26.0,198,1,2
1,1,0,0,39762.0,152.0,101,0,1
1,1,1,1,23070.0,124.0,253,0,3
1,0,2,1,42166.0,25.0,197,0,3
1,0,0,1,23959.0,163.0,222,1,1
1,1,1,0,54630.0,124.0,245,0,2
1,0,1,1,42878.0,26.0,257,1,3
1,1,0,0,55264.0,152.0,148,0,2
1,0,1,1,70821.0,26.0,148,0,2
1,0,1,1,44003.0,26.0,204,1,2
1,0,1,1,2630.0,154.0,68,0,2
1,1,0,0,38612.0,152.0,84,0,1
1,1,0,0,32884.0,152.0,120,0,2
1,1,1,0,33564.0,160.0,77,0,3
1,1,0,0,2630.0,152.0,167,0,1
1,1,0,0,31581.0,152.0,187,0,1
1,1,1,0,52627.0,124.0,59,0,3
1,0,0,1,32939.0,160.0,205,0,1
1,1,1,0,48296.0,26.0,208,0,3
1,0,0,0,45976.0,152.0,84,0,1
1,1,1,0,63771.0,29.0,115,0,3
1,1,0,0,23286.0,160.0,139,0,1
1,0,1,1,46314.0,26.0,282,1,2
1,0,0,1,28216.0,152.0,37,0,1
1,1,0,0,2630.0,156.0,299,0,1
1,0,0,1,2630.0,152.0,146,0,2
1,0,1,1,30641.0,26.0,20,0,2
1,0,0,1,43877.0,152.0,159,0,1
1,1,1,0,27191.0,26.0,224,0,2
1,0,0,1,2630.0,26.0,130,1,1
1,1,0,0,28891.0,152.0,34,0,2
1,1,0,0,46341.0,152.0,181,0,1
1,0,1,1,2630.0,157.0,293,0,2
1,1,0,0,39727.0,152.0,115,0,1
1,0,1,1,33198.0,26.0,111,1,3
1,0,1,1,35976.0,124.0,281,0,2
1,1,0,0,2630.0,152.0,273,0,2
1,1,0,0,38768.0,152.0,141,0,1
1,0,2,1,30229.0,122.0,160,0,3
1,1,0,0,48450.0,152.0,80,0,2
1,1,0,0,30192.0,152.0,115,0,1
1,0,1,1,29820.0,163.0,147,0,3
1,1,1,0,24449.0,26.0,47,0,2
1,0,1,1,2630.0,156.0,228,0,2
1,0,1,1,2630.0,26.0,288,0,3
1,1,1,0,26465.0,60.0,245,0,2
1,1,0,0,44731.0,152.0,295,0,1
1,1,1,0,2630.0,124.0,118,0,2
1,0,0,1,26553.0,152.0,183,0,2
1,1,1,0,46300.0,26.0,211,0,2
1,1,0,0,25377.0,152.0,219,0,1
1,0,1,1,24991.0,124.0,189,0,2
1,1,0,0,48715.0,152.0,82,0,2
1,1,1,0,36174.0,26.0,197,0,2
1,0,1,1,43734.0,124.0,190,1,2
1,0,1,1,53394.0,124.0,131,0,2
1,1,0,1,38694.0,152.0,94,0,1
1,0,0,0,25161.0,160.0,55,0,1
1,1,1,0,38099.0,26.0,38,0,2
1,1,1,1,28196.0,157.0,131,0,1
1,0,1,1,35895.0,26.0,229,0,3
1,0,1,1,2630.0,124.0,22,0,3
1,0,1,1,47370.0,122.0,248,0,2
1,0,0,1,32863.0,152.0,249,0,1
1,1,1,0,28474.0,26.0,173,0,2
1,1,0,0,2630.0,152.0,211,0,1
1,1,1,0,2630.0,15.0,82,0,2
1,0,2,1,51643.0,26.0,257,1,3
1,1,0,0,30127.0,160.0,272,0,1
1,1,0,0,30277.0,152.0,101,0,1
1,1,0,0,25012.0,152.0,92,0,1
1,1,0,0,37170.0,152.0,241,0,2
1,1,1,0,2630.0,124.0,178,0,3
1,0,1,1,48516.0,26.0,272,0,3
1,1,0,0,36168.0,152.0,119,0,1
1,1,0,0,2630.0,1.0,101,0,2
1,0,1,1,59934.0,26.0,284,0,2
1,1,0,0,28365.0,152.0,277,0,1
1,0,0,1,23425.0,152.0,114,0,1
1,0,1,1,29185.0,29.0,77,0,3
1,1,1,0,59875.0,26.0,103,0,2
1,0,1,1,44427.0,26.0,125,0,3
1,0,1,0,2630.0,122.0,195,0,3
1,0,1,1,2630.0,8.0,241,0,2
1,1,0,0,30332.0,152.0,124,0,1
1,0,1,1,27507.0,152.0,51,0,2
1,1,0,0,24607.0,152.0,113,0,2
1,1,0,0,46393.0,152.0,101,0,2
1,0,1,1,2630.0,157.0,269,0,3
1,1,0,0,25115.0,152.0,112,0,2
1,1,0,0,28162.0,152.0,161,0,1
1,0,1,1,48680.0,26.0,265,1,3
1,0,1,1,51430.0,26.0,70,1,2
1,1,0,0,29345.0,152.0,261,0,2
1,0,2,1,2630.0,157.0,119,0,3
1,1,1,0,43205.0,26.0,109,0,2
1,1,1,0,49296.0,26.0,182,0,3
1,0,1,1,2630.0,157.0,186,1,2
1,0,1,0,33964.0,26.0,262,0,4
1,1,0,0,28362.0,152.0,204,0,1
1,0,0,0,2630.0,160.0,191,0,1
1,0,1,1,28273.0,122.0,84,1,2
1,1,0,0,29082.0,152.0,131,0,2
1,0,0,1,34558.0,152.0,10,0,1
1,1,0,0,21870.0,152.0,218,0,1
1,1,1,0,2630.0,156.0,186,0,2
1,0,0,1,2630.0,160.0,54,1,1
1,1,0,0,40342.0,152.0,115,0,2
1,0,1,1,51373.0,122.0,58,0,3
1,0,0,0,26266.0,152.0,176,0,1
1,1,1,0,35655.0,26.0,63,0,3
1,0,1,1,24572.0,124.0,90,1,3
1,0,1,1,35734.0,124.0,216,0,3
1,0,1,1,45107.0,26.0,186,1,2
1,0,1,1,47905.0,124.0,107,0,3
1,0,1,1,32471.0,122.0,20,0,2
1,1,0,0,33137.0,152.0,221,0,1
1,0,0,0,29793.0,152.0,139,0,1
1,0,1,1,2630.0,156.0,27,0,2
1,1,0,0,31853.0,152.0,67,0,1
1,0,1,1,55304.0,26.0,80,0,2
1,0,2,1,37804.0,26.0,210,1,3
1,0,1,1,59561.0,26.0,136,1,2
1,1,0,0,2630.0,152.0,255,0,1
1,1,0,0,28344.0,152.0,267,0,2
1,0,1,1,44777.0,157.0,126,0,3
1,1,1,0,31410.0,124.0,191,0,2
1,1,0,0,32152.0,152.0,191,0,1
1,1,0,0,39717.0,152.0,126,0,1
1,0,0,1,39375.0,152.0,197,0,1
1,0,1,1,34232.0,26.0,111,1,3
1,1,0,0,29239.0,152.0,285,0,1
1,1,0,0,24135.0,152.0,250,0,1
1,1,0,0,26187.0,152.0,299,0,1
1,1,1,0,26381.0,16.0,194,0,2
1,1,0,0,29081.0,152.0,135,0,1
1,1,0,0,46899.0,152.0,242,0,1
1,0,1,1,2630.0,157.0,256,0,3
1,1,0,0,45473.0,152.0,142,0,2
1,0,1,1,2630.0,26.0,103,0,3
1,1,0,0,39768.0,152.0,297,0,2
1,1,1,0,32207.0,124.0,244,0,3
1,0,1,1,24897.0,124.0,90,0,2
1,0,0,1,32309.0,152.0,168,0,1
1,1,1,0,39069.0,23.0,163,0,2
1,1,0,0,27399.0,160.0,284,0,2
1,0,1,1,37387.0,124.0,278,0,2
1,1,0,0,31630.0,152.0,38,0,2
1,0,1,1,2630.0,26.0,194,0,3
1,0,1,1,30274.0,26.0,187,0,2
1,0,0,1,25380.0,124.0,178,0,2
1,0,2,1,29204.0,26.0,147,1,2
1,0,0,1,48688.0,160.0,55,0,1
1,1,0,0,25760.0,152.0,99,0,1
1,1,0,0,36818.0,152.0,41,0,1
1,1,0,0,55723.0,160.0,141,0,2
1,1,0,0,27416.0,152.0,110,0,1
1,1,0,0,24667.0,152.0,42,0,1
1,1,1,0,40560.0,120.0,285,0,3
1,0,0,1,2630.0,152.0,298,0,1
1,1,0,0,25210.0,152.0,237,0,2
1,1,0,0,31538.0,152.0,91,0,1
1,0,0,1,29479.0,124.0,35,1,2
1,1,0,0,37441.0,152.0,117,0,1
1,1,0,0,31545.0,152.0,242,0,2
1,0,2,1,45187.0,26.0,81,0,2
1,0,0,1,37252.0,152.0,143,0,1
1,1,0,0,52462.0,152.0,150,0,1
1,0,0,1,32570.0,151.0,197,0,1
1,1,1,0,24552.0,124.0,147,0,2
1,0,1,1,50928.0,26.0,178,0,3
1,0,1,0,2630.0,135.0,232,0,2
1,1,0,0,29882.0,152.0,136,0,2
1,1,0,0,37677.0,152.0,215,0,2
1,1,1,0,23586.0,152.0,292,0,2
1,0,0,1,2630.0,124.0,225,0,2
1,1,0,0,30891.0,152.0,50,0,2
1,1,0,0,27321.0,152.0,180,0,2
1,0,1,1,49109.0,122.0,123,0,3
1,0,1,1,34775.0,26.0,49,1,2
1,1,0,0,2630.0,152.0,96,0,1
