id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
8958173,Male,24,1,28.0,1,< 1 Year,No,55715.0,152.0,202,0
8922814,Male,28,1,50.0,1,< 1 Year,No,34149.0,152.0,104,0
10636043,Female,43,1,15.0,1,1-2 Year,No,34157.0,26.0,290,0
713447,Male,20,1,8.0,1,< 1 Year,No,47488.0,160.0,228,0
9463203,Male,44,1,11.0,0,1-2 Year,Yes,29492.0,124.0,149,1
3275983,Male,41,1,28.0,0,1-2 Year,Yes,35563.0,124.0,20,0
3021226,Male,21,1,18.0,0,< 1 Year,Yes,35438.0,152.0,292,0
3735612,Female,24,1,41.0,1,< 1 Year,No,29742.0,152.0,144,0
7228464,Male,21,1,8.0,1,< 1 Year,No,49317.0,152.0,99,0
2213560,Female,46,1,46.0,1,1-2 Year,No,2630.0,152.0,114,0
11292065,Male,43,1,30.0,0,1-2 Year,Yes,37005.0,154.0,294,0
8870755,Male,24,1,6.0,1,< 1 Year,No,25730.0,152.0,197,0
19894,Male,30,1,28.0,0,< 1 Year,Yes,39061.0,152.0,163,0
4901026,Female,22,1,36.0,1,< 1 Year,No,29290.0,152.0,277,0
6976318,Male,66,1,28.0,1,1-2 Year,No,48735.0,122.0,286,0
581150,Female,26,1,15.0,1,< 1 Year,No,28307.0,152.0,130,0
6973605,Female,69,1,20.0,1,1-2 Year,No,2630.0,23.0,191,0
10821021,Male,21,1,37.0,1,< 1 Year,No,2630.0,152.0,31,0
3531570,Male,57,1,28.0,0,1-2 Year,Yes,33474.0,26.0,239,0
10163718,Male,24,1,15.0,1,< 1 Year,No,26944.0,152.0,116,0
7467984,Female,23,1,41.0,1,< 1 Year,No,28487.0,152.0,91,0
3785945,Male,26,1,47.0,0,< 1 Year,No,29149.0,26.0,161,0
1542481,Female,38,1,46.0,0,1-2 Year,No,2630.0,156.0,187,0
8179123,Female,25,1,28.0,1,< 1 Year,No,46974.0,152.0,293,0
42841,Male,26,1,28.0,1,< 1 Year,No,37409.0,152.0,213,0
3358748,Male,43,1,28.0,0,1-2 Year,Yes,35641.0,124.0,266,0
6950656,Male,22,1,33.0,0,1-2 Year,Yes,51752.0,124.0,293,0
518640,Male,25,1,13.0,1,< 1 Year,No,25161.0,152.0,82,0
6619718,Male,31,1,3.0,1,< 1 Year,No,18309.0,152.0,116,0
9305586,Male,58,1,43.0,0,> 2 Years,Yes,37201.0,124.0,180,0
9315017,Male,52,1,47.0,1,1-2 Year,No,35154.0,26.0,263,0
7276959,Female,28,1,30.0,1,< 1 Year,No,36244.0,152.0,281,0
7021801,Female,48,1,41.0,1,1-2 Year,No,38993.0,124.0,10,0
2508479,Female,65,1,31.0,1,1-2 Year,Yes,2630.0,124.0,105,0
8045836,Female,50,1,28.0,0,1-2 Year,Yes,61926.0,26.0,155,1
11168811,Male,20,1,22.0,0,< 1 Year,Yes,32752.0,160.0,115,0
9562194,Male,42,1,28.0,1,1-2 Year,No,50316.0,26.0,252,0
2203989,Male,25,1,30.0,1,1-2 Year,No,27786.0,124.0,175,0
4714531,Female,29,1,28.0,1,< 1 Year,No,2630.0,151.0,117,0
115816,Female,42,1,8.0,1,1-2 Year,No,45263.0,26.0,203,0
6118976,Male,56,1,8.0,1,1-2 Year,No,35384.0,26.0,257,0
9228218,Female,35,1,30.0,0,1-2 Year,Yes,2630.0,156.0,197,1
89747,Male,44,1,41.0,0,1-2 Year,Yes,27202.0,124.0,117,1
2511118,Female,24,1,46.0,1,< 1 Year,No,31053.0,152.0,116,0
4873493,Male,54,1,8.0,1,1-2 Year,No,44275.0,122.0,159,0
6149818,Male,22,1,30.0,1,< 1 Year,No,39055.0,152.0,282,0
1750972,Male,26,1,29.0,1,< 1 Year,No,32345.0,152.0,81,0
1568747,Male,46,1,29.0,0,1-2 Year,Yes,32605.0,124.0,49,1
10276255,Male,49,1,28.0,0,1-2 Year,Yes,40773.0,24.0,100,0
9346735,Male,73,1,28.0,0,1-2 Year,Yes,71661.0,124.0,74,0
6217693,Female,47,1,28.0,0,1-2 Year,Yes,47264.0,124.0,232,0
4289797,Male,53,1,47.0,0,> 2 Years,Yes,28256.0,124.0,127,0
2902357,Female,48,1,28.0,0,> 2 Years,Yes,48307.0,124.0,261,0
10435935,Male,61,1,28.0,0,> 2 Years,Yes,53823.0,26.0,240,1
7545936,Male,59,1,19.0,0,1-2 Year,Yes,32396.0,157.0,230,0
3019734,Male,59,1,23.0,1,1-2 Year,No,34285.0,26.0,256,0
8669417,Female,52,1,24.0,0,1-2 Year,Yes,35381.0,124.0,121,1
2332548,Female,41,1,41.0,0,1-2 Year,Yes,30665.0,26.0,255,1
2399035,Female,23,1,15.0,1,< 1 Year,No,27909.0,26.0,147,0
2648320,Male,30,1,37.0,1,< 1 Year,No,31359.0,152.0,191,0
2509551,Male,38,1,30.0,0,1-2 Year,Yes,33061.0,124.0,16,1
9683558,Male,57,1,46.0,1,1-2 Year,Yes,24497.0,122.0,219,0
9504999,Male,44,1,28.0,0,1-2 Year,Yes,35199.0,124.0,39,1
3807413,Male,44,1,28.0,0,1-2 Year,Yes,37605.0,26.0,251,0
10119893,Male,26,1,6.0,1,< 1 Year,No,35770.0,160.0,241,0
406318,Female,51,1,11.0,1,1-2 Year,No,22727.0,152.0,73,0
8592407,Male,75,1,30.0,1,1-2 Year,No,28447.0,140.0,279,0
8217330,Male,44,1,28.0,0,1-2 Year,Yes,47097.0,26.0,183,0
2140203,Male,45,1,8.0,0,1-2 Year,Yes,43272.0,124.0,68,0
586150,Male,38,1,32.0,0,1-2 Year,Yes,2630.0,156.0,16,0
5126166,Male,37,1,1.0,1,1-2 Year,No,2630.0,155.0,63,0
10652441,Male,30,1,12.0,1,< 1 Year,No,30275.0,152.0,283,0
2187021,Female,30,1,15.0,1,< 1 Year,No,39197.0,152.0,120,0
6709862,Female,33,1,37.0,0,< 1 Year,No,32107.0,160.0,60,0
1112297,Male,24,1,37.0,0,< 1 Year,Yes,43818.0,152.0,117,1
9090502,Female,35,1,28.0,0,1-2 Year,Yes,38302.0,122.0,118,0
3372802,Male,24,1,2.0,0,< 1 Year,Yes,43600.0,152.0,94,0
9024482,Female,22,1,46.0,1,< 1 Year,No,36247.0,152.0,191,0
2455409,Male,52,1,28.0,0,> 2 Years,Yes,27509.0,26.0,227,0
3948118,Male,51,1,28.0,0,1-2 Year,Yes,45983.0,124.0,167,1
2598055,Male,28,1,28.0,1,< 1 Year,No,55858.0,152.0,103,0
2853379,Female,38,1,41.0,1,1-2 Year,No,29887.0,124.0,39,0
3010753,Female,20,1,30.0,0,< 1 Year,Yes,24667.0,160.0,213,0
1181648,Male,55,1,28.0,0,> 2 Years,Yes,2630.0,13.0,17,1
5729121,Female,47,1,28.0,0,1-2 Year,Yes,45660.0,26.0,210,0
11180115,Female,30,1,37.0,1,< 1 Year,No,45414.0,152.0,21,0
2863361,Male,22,1,46.0,1,< 1 Year,No,37114.0,152.0,103,0
8042403,Male,67,1,28.0,0,> 2 Years,Yes,30141.0,124.0,56,1
5802763,Male,37,1,14.0,0,1-2 Year,Yes,28753.0,124.0,113,0
4111996,Female,24,1,14.0,0,< 1 Year,Yes,24484.0,152.0,223,0
776843,Male,51,1,28.0,0,1-2 Year,Yes,53964.0,26.0,230,0
2332198,Male,49,1,28.0,0,1-2 Year,Yes,28254.0,26.0,128,1
2458440,Male,36,1,6.0,1,1-2 Year,No,27216.0,124.0,101,0
8834985,Male,27,1,30.0,1,< 1 Year,No,25443.0,152.0,126,0
9351250,Female,28,1,33.0,1,< 1 Year,No,30555.0,152.0,291,0
6840878,Female,49,1,7.0,0,1-2 Year,Yes,54841.0,124.0,224,0
3077751,Male,47,1,28.0,0,1-2 Year,Yes,49611.0,124.0,252,0
5787047,Female,46,1,18.0,1,1-2 Year,No,37200.0,26.0,270,0
117198,Female,46,1,14.0,0,1-2 Year,Yes,25978.0,26.0,282,1
880891,Female,26,1,50.0,0,< 1 Year,No,28361.0,152.0,291,0
8902020,Male,28,1,28.0,1,< 1 Year,No,29083.0,152.0,191,0
8212142,Female,25,1,8.0,1,< 1 Year,No,49672.0,152.0,75,0
9877137,Female,22,1,33.0,1,< 1 Year,No,38758.0,152.0,272,0
10453655,Female,23,1,8.0,1,< 1 Year,No,40563.0,152.0,110,0
3901411,Male,36,1,28.0,1,1-2 Year,No,53622.0,52.0,97,0
9637001,Female,21,1,8.0,1,< 1 Year,No,29152.0,160.0,226,0
5157512,Male,23,1,47.0,1,< 1 Year,No,30064.0,152.0,145,0
4898293,Male,21,1,39.0,1,< 1 Year,No,32430.0,160.0,247,0
9507253,Male,49,1,28.0,0,1-2 Year,Yes,38780.0,26.0,150,0
2970249,Female,27,1,46.0,1,< 1 Year,No,27242.0,152.0,13,0
77596,Female,24,1,28.0,0,< 1 Year,Yes,29281.0,152.0,71,1
10920203,Female,45,1,8.0,0,1-2 Year,Yes,2630.0,26.0,256,1
6111633,Male,68,1,28.0,1,1-2 Year,No,34391.0,124.0,183,0
7035743,Female,40,1,8.0,1,1-2 Year,No,31484.0,124.0,100,0
8848955,Male,25,1,10.0,1,< 1 Year,No,36101.0,152.0,255,0
10445344,Female,24,1,40.0,0,< 1 Year,Yes,25455.0,152.0,217,0
8595403,Male,49,1,28.0,0,1-2 Year,Yes,44671.0,8.0,24,1
4134491,Female,49,1,8.0,0,> 2 Years,Yes,24449.0,26.0,214,1
11325725,Male,63,1,43.0,0,1-2 Year,Yes,2630.0,156.0,27,0
643102,Male,50,1,17.0,1,1-2 Year,No,30793.0,26.0,228,0
4229398,Female,20,1,45.0,0,< 1 Year,Yes,28559.0,160.0,84,1
9532269,Male,22,1,50.0,1,< 1 Year,No,34363.0,152.0,90,0
11206884,Female,27,1,35.0,1,< 1 Year,No,27790.0,152.0,154,0
10134627,Male,23,1,8.0,1,< 1 Year,No,39732.0,152.0,45,0
5377471,Male,68,1,26.0,0,1-2 Year,No,2630.0,22.0,158,0
3584951,Female,25,1,50.0,1,< 1 Year,No,28581.0,152.0,205,0
8199737,Male,36,1,28.0,1,1-2 Year,No,27217.0,124.0,271,0
8213907,Male,47,1,47.0,0,1-2 Year,Yes,29001.0,26.0,88,0
2020407,Male,58,1,28.0,0,1-2 Year,Yes,43913.0,124.0,59,0
8806812,Male,25,1,13.0,0,< 1 Year,No,2630.0,151.0,257,0
6864382,Male,22,1,50.0,1,< 1 Year,No,60956.0,152.0,226,0
10359896,Female,48,1,8.0,0,1-2 Year,Yes,39778.0,124.0,128,1
5519301,Male,30,1,30.0,0,< 1 Year,Yes,2630.0,124.0,275,0
4109317,Female,22,1,30.0,1,< 1 Year,No,23230.0,152.0,66,0
6838927,Male,25,1,6.0,1,< 1 Year,No,25944.0,152.0,251,0
9104562,Female,24,1,10.0,1,< 1 Year,No,24357.0,152.0,234,0
1249421,Female,66,1,8.0,0,1-2 Year,Yes,2630.0,26.0,255,0
3452237,Female,26,1,47.0,0,< 1 Year,Yes,34405.0,152.0,238,0
2273907,Male,46,1,39.0,1,1-2 Year,No,2630.0,124.0,166,0
10790382,Male,46,1,28.0,0,1-2 Year,Yes,38828.0,124.0,150,1
229840,Female,25,1,15.0,0,< 1 Year,Yes,30953.0,152.0,53,0
2523771,Male,26,1,46.0,1,< 1 Year,No,26400.0,152.0,36,0
4505017,Female,23,1,3.0,1,< 1 Year,No,29988.0,152.0,184,0
1088821,Male,34,1,39.0,0,1-2 Year,Yes,2630.0,160.0,288,0
2163297,Male,51,1,28.0,0,1-2 Year,Yes,47339.0,122.0,272,0
2625727,Male,33,1,28.0,1,< 1 Year,No,33229.0,152.0,172,0
4294995,Male,43,1,28.0,0,1-2 Year,Yes,43496.0,124.0,272,0
2555453,Male,40,1,28.0,0,1-2 Year,Yes,24448.0,124.0,115,1
7489798,Female,67,1,3.0,1,1-2 Year,No,38285.0,26.0,284,0
8180027,Female,34,1,28.0,0,1-2 Year,Yes,30039.0,157.0,264,0
1317738,Female,57,1,28.0,0,1-2 Year,Yes,49260.0,122.0,157,1
5174682,Female,23,1,33.0,0,< 1 Year,Yes,2630.0,160.0,131,0
11197329,Male,42,1,36.0,0,1-2 Year,Yes,30997.0,26.0,29,0
250682,Male,32,1,8.0,0,< 1 Year,No,2630.0,1.0,107,0
2811206,Male,22,1,13.0,1,< 1 Year,No,32358.0,152.0,185,0
7763734,Female,53,1,33.0,0,1-2 Year,Yes,30775.0,26.0,256,1
2318637,Female,28,1,28.0,1,< 1 Year,No,42202.0,152.0,104,0
6259075,Male,45,1,3.0,0,1-2 Year,Yes,21106.0,124.0,144,0
6644236,Female,24,1,3.0,0,< 1 Year,Yes,36006.0,26.0,129,1
4303806,Male,34,1,28.0,0,1-2 Year,Yes,39430.0,124.0,282,0
3577303,Male,30,1,28.0,0,< 1 Year,Yes,2630.0,122.0,199,1
1611216,Male,31,1,11.0,1,< 1 Year,No,27147.0,152.0,216,0
8783683,Female,23,1,18.0,1,< 1 Year,No,28900.0,152.0,251,0
7008224,Male,24,1,37.0,0,1-2 Year,Yes,2630.0,156.0,114,0
1597537,Female,60,1,11.0,0,1-2 Year,Yes,2630.0,124.0,83,0
6399407,Male,50,1,18.0,0,> 2 Years,Yes,32055.0,26.0,95,0
6902658,Female,25,1,24.0,0,< 1 Year,Yes,30983.0,152.0,189,0
7403634,Male,46,1,36.0,0,1-2 Year,Yes,52473.0,124.0,73,0
11194606,Female,20,1,30.0,0,1-2 Year,Yes,2630.0,156.0,82,0
2990330,Female,38,1,28.0,0,1-2 Year,Yes,48371.0,122.0,241,0
5581768,Male,37,1,21.0,0,1-2 Year,Yes,23888.0,124.0,106,0
4686038,Female,28,1,21.0,1,< 1 Year,No,37153.0,152.0,287,0
6655558,Male,53,1,3.0,0,1-2 Year,Yes,30772.0,124.0,43,0
4145832,Male,50,1,16.0,1,1-2 Year,No,39441.0,107.0,72,0
6177028,Female,25,1,6.0,1,< 1 Year,No,25644.0,152.0,294,0
630423,Female,65,1,46.0,1,1-2 Year,No,46712.0,11.0,136,0
260804,Male,27,1,18.0,0,1-2 Year,Yes,2630.0,156.0,271,1
5855249,Male,34,1,28.0,0,1-2 Year,Yes,2630.0,152.0,121,1
3655120,Female,54,1,47.0,0,1-2 Year,Yes,2630.0,156.0,255,0
9599874,Female,55,1,28.0,0,1-2 Year,Yes,44736.0,26.0,93,0
2797565,Female,27,1,6.0,1,< 1 Year,No,25379.0,152.0,23,0
11127547,Female,58,1,28.0,0,1-2 Year,Yes,37377.0,26.0,165,0
5553578,Male,45,1,28.0,0,1-2 Year,Yes,32099.0,26.0,219,0
11199011,Female,24,1,46.0,0,< 1 Year,Yes,32972.0,152.0,207,0
4980458,Male,44,1,33.0,0,1-2 Year,Yes,36995.0,124.0,279,1
3376568,Male,62,1,8.0,1,1-2 Year,No,36124.0,30.0,251,0
10371629,Female,21,1,18.0,1,< 1 Year,No,30350.0,152.0,174,0
10084771,Male,22,1,12.0,1,< 1 Year,No,25000.0,152.0,222,0
10284147,Male,50,1,41.0,1,1-2 Year,No,52709.0,124.0,256,0
7267688,Male,47,1,11.0,0,1-2 Year,Yes,2630.0,124.0,122,0
7199927,Male,63,1,46.0,0,1-2 Year,Yes,33094.0,11.0,226,0
11395899,Male,43,1,14.0,0,1-2 Year,Yes,23894.0,124.0,46,0
3615631,Male,23,1,8.0,1,< 1 Year,No,50637.0,152.0,22,0
11461732,Male,48,1,28.0,0,1-2 Year,Yes,63567.0,122.0,86,1
1675257,Female,28,1,28.0,1,< 1 Year,No,30463.0,152.0,91,0
138045,Male,36,1,28.0,1,1-2 Year,No,49878.0,26.0,195,0
1236984,Male,63,1,28.0,0,> 2 Years,Yes,57409.0,26.0,214,1
5610423,Male,46,1,28.0,1,1-2 Year,No,30472.0,26.0,272,0
7415615,Female,22,1,41.0,1,< 1 Year,No,30863.0,152.0,275,0
3653560,Male,54,1,30.0,0,1-2 Year,No,30056.0,124.0,193,0
7071822,Female,33,1,28.0,1,1-2 Year,No,44200.0,61.0,140,0
4476098,Male,26,1,41.0,1,< 1 Year,No,2630.0,160.0,145,0
7438586,Male,52,1,8.0,0,1-2 Year,Yes,51481.0,124.0,129,0
8650182,Female,67,1,28.0,0,1-2 Year,Yes,60930.0,26.0,256,0
10770177,Female,70,1,28.0,0,1-2 Year,Yes,46767.0,26.0,76,0
2304180,Female,21,1,28.0,1,< 1 Year,No,33138.0,152.0,103,0
5124575,Male,53,1,36.0,1,1-2 Year,No,2630.0,26.0,153,0
4611359,Female,21,1,8.0,1,< 1 Year,No,23779.0,152.0,254,0
1530965,Female,39,1,41.0,1,1-2 Year,No,27891.0,152.0,228,0
2810203,Male,41,1,28.0,0,1-2 Year,No,39756.0,124.0,23,0
1079016,Male,25,1,14.0,0,< 1 Year,Yes,28691.0,152.0,99,0
10108463,Female,29,1,3.0,0,< 1 Year,Yes,2630.0,160.0,188,1
11283227,Male,22,1,11.0,1,< 1 Year,Yes,35367.0,152.0,105,0
10026615,Female,58,1,28.0,0,1-2 Year,Yes,35199.0,26.0,130,1
1880290,Female,29,1,17.0,1,< 1 Year,No,2630.0,152.0,29,0
6835253,Female,21,1,36.0,1,< 1 Year,No,45429.0,160.0,230,0
5479855,Female,20,1,43.0,1,< 1 Year,Yes,30209.0,160.0,153,0
8380339,Female,21,1,33.0,1,< 1 Year,No,28657.0,152.0,227,0
8571308,Male,65,1,28.0,0,1-2 Year,Yes,48857.0,26.0,269,0
3325549,Female,29,1,46.0,0,< 1 Year,No,2630.0,124.0,144,1
10399532,Female,66,1,28.0,1,1-2 Year,No,45009.0,124.0,100,0
3099875,Male,68,1,5.0,1,1-2 Year,No,31141.0,26.0,102,0
10474588,Female,30,1,35.0,0,1-2 Year,Yes,2630.0,124.0,253,0
1245390,Female,54,1,2.0,0,1-2 Year,Yes,33277.0,26.0,94,0
9891843,Male,21,1,24.0,0,< 1 Year,Yes,23492.0,163.0,232,0
8877129,Male,43,1,28.0,0,1-2 Year,Yes,49183.0,26.0,282,0
11232362,Female,24,1,41.0,0,< 1 Year,Yes,36182.0,152.0,185,0
10923111,Male,24,1,41.0,1,< 1 Year,No,33352.0,152.0,275,0
3032368,Male,37,1,28.0,0,1-2 Year,No,29092.0,124.0,125,0
128037,Female,27,1,28.0,1,< 1 Year,No,50447.0,152.0,90,0
851708,Male,42,1,28.0,0,1-2 Year,Yes,39507.0,154.0,138,0
8571136,Male,53,1,8.0,1,1-2 Year,No,38428.0,116.0,189,0
1718609,Female,23,1,12.0,0,< 1 Year,Yes,28830.0,152.0,109,0
3409545,Male,60,1,6.0,1,1-2 Year,No,2630.0,26.0,283,0
11278566,Female,53,1,28.0,0,1-2 Year,Yes,62830.0,147.0,193,0
5125943,Male,57,1,35.0,0,1-2 Year,Yes,27505.0,124.0,77,0
2024926,Male,37,1,28.0,0,1-2 Year,Yes,39160.0,124.0,76,0
1431783,Female,28,1,33.0,1,< 1 Year,No,30450.0,152.0,222,0
2870170,Female,21,1,8.0,1,< 1 Year,No,45105.0,152.0,80,0
4140001,Female,54,1,28.0,0,1-2 Year,Yes,48490.0,124.0,207,0
4957436,Male,28,1,50.0,1,< 1 Year,No,25456.0,152.0,126,0
1769416,Female,64,1,28.0,0,1-2 Year,Yes,30911.0,26.0,251,0
9984661,Female,45,1,28.0,1,1-2 Year,No,31752.0,26.0,123,0
9657266,Male,36,1,15.0,1,1-2 Year,No,37937.0,124.0,272,0
11447611,Male,49,1,24.0,0,1-2 Year,No,33996.0,124.0,197,0
10379876,Male,23,1,15.0,1,< 1 Year,No,30449.0,152.0,48,0
5249479,Female,35,1,28.0,0,1-2 Year,Yes,46253.0,124.0,284,1
10780258,Male,24,1,12.0,1,< 1 Year,No,23055.0,152.0,145,0
3308122,Female,28,1,8.0,0,< 1 Year,No,2630.0,1.0,92,0
7585176,Male,37,1,28.0,1,1-2 Year,Yes,35370.0,4.0,110,0
2534627,Female,24,1,28.0,1,< 1 Year,No,50817.0,152.0,20,0
99621,Male,24,1,6.0,1,< 1 Year,No,2630.0,160.0,37,0
8207927,Female,24,1,28.0,1,< 1 Year,No,33138.0,152.0,224,0
11248830,Male,51,1,8.0,1,1-2 Year,No,50623.0,26.0,45,0
1133455,Female,64,1,11.0,1,1-2 Year,No,32129.0,26.0,179,0
6385431,Female,44,1,28.0,1,1-2 Year,No,48766.0,26.0,241,0
5734954,Male,25,1,8.0,1,< 1 Year,No,42202.0,152.0,130,0
9086283,Male,46,1,28.0,0,1-2 Year,Yes,46711.0,26.0,144,1
7943735,Female,23,1,15.0,0,< 1 Year,Yes,2630.0,152.0,126,0
6352117,Male,61,1,28.0,0,> 2 Years,Yes,25445.0,26.0,202,1
7789151,Male,23,1,45.0,0,< 1 Year,No,2630.0,152.0,257,1
983276,Female,44,1,28.0,1,1-2 Year,No,2630.0,122.0,213,0
2676248,Male,38,1,0.0,0,1-2 Year,Yes,2630.0,122.0,277,0
10564206,Female,38,1,28.0,0,1-2 Year,Yes,27247.0,26.0,114,1
665573,Male,24,1,47.0,1,< 1 Year,No,31859.0,152.0,178,0
7223610,Male,38,1,28.0,0,1-2 Year,Yes,26495.0,61.0,84,0
6502332,Male,39,1,37.0,1,1-2 Year,No,29805.0,124.0,160,0
121507,Female,52,1,28.0,0,> 2 Years,Yes,52816.0,158.0,113,0
9317043,Male,21,1,16.0,1,< 1 Year,Yes,22396.0,152.0,152,0
6238316,Male,22,1,28.0,0,< 1 Year,No,2630.0,156.0,146,1
1032171,Female,47,1,28.0,1,1-2 Year,No,39421.0,13.0,294,0
1489774,Female,60,0,28.0,0,1-2 Year,Yes,99718.0,26.0,86,0
6402561,Male,30,1,28.0,0,1-2 Year,Yes,30459.0,124.0,83,1
5415921,Male,25,1,14.0,0,< 1 Year,No,2630.0,152.0,141,0
3639950,Male,57,1,46.0,0,1-2 Year,No,2630.0,26.0,160,0
8608464,Male,55,1,48.0,0,1-2 Year,Yes,2630.0,26.0,27,0
5812234,Male,46,1,29.0,0,1-2 Year,Yes,2630.0,31.0,74,1
5559070,Male,23,1,8.0,0,< 1 Year,Yes,40646.0,152.0,56,0
4830075,Female,68,1,39.0,0,1-2 Year,Yes,2630.0,26.0,84,0
2943591,Female,51,1,41.0,1,1-2 Year,No,2630.0,152.0,237,0
10932482,Male,24,1,15.0,0,< 1 Year,Yes,29994.0,152.0,183,0
1327997,Female,26,1,28.0,0,< 1 Year,Yes,2630.0,124.0,93,1
9976965,Female,26,1,30.0,1,< 1 Year,No,22469.0,152.0,178,0
4728293,Male,51,1,20.0,0,1-2 Year,No,2630.0,124.0,172,0
11092826,Male,36,1,28.0,0,1-2 Year,Yes,49104.0,45.0,85,0
4034797,Male,44,1,8.0,0,1-2 Year,No,30493.0,124.0,290,0
11404364,Male,49,1,28.0,1,1-2 Year,No,36507.0,26.0,211,0
5907411,Male,65,1,15.0,0,1-2 Year,Yes,35758.0,26.0,234,0
3052373,Male,43,1,21.0,0,1-2 Year,Yes,27541.0,26.0,187,0
10287936,Male,52,1,31.0,0,1-2 Year,Yes,2630.0,124.0,263,0
10294908,Male,70,1,28.0,0,1-2 Year,Yes,32352.0,122.0,155,0
7373702,Male,22,1,30.0,0,< 1 Year,No,35490.0,152.0,54,0
11337018,Female,49,1,28.0,0,> 2 Years,Yes,43805.0,26.0,222,0
4858729,Male,26,1,30.0,0,< 1 Year,Yes,2630.0,156.0,232,1
2875537,Female,42,1,28.0,0,1-2 Year,Yes,36407.0,26.0,11,1
7431992,Female,28,1,9.0,1,< 1 Year,No,31815.0,152.0,37,0
8479184,Male,62,1,45.0,1,1-2 Year,No,29290.0,26.0,84,0
1948521,Female,23,1,50.0,0,< 1 Year,Yes,44465.0,152.0,184,0
7360218,Male,25,1,7.0,1,< 1 Year,No,2630.0,160.0,98,0
6295913,Female,42,1,20.0,0,1-2 Year,Yes,2630.0,8.0,79,0
4233250,Female,61,1,28.0,0,> 2 Years,Yes,43649.0,3.0,264,1
4082029,Male,32,1,35.0,0,< 1 Year,Yes,2630.0,154.0,144,1
293723,Female,46,1,28.0,0,1-2 Year,Yes,41008.0,26.0,213,1
6419133,Female,49,1,28.0,0,> 2 Years,Yes,45600.0,124.0,158,0
7998301,Male,30,1,29.0,0,1-2 Year,Yes,2630.0,157.0,30,0
5113138,Female,48,1,28.0,0,1-2 Year,Yes,41845.0,26.0,244,1
11333236,Female,41,1,28.0,1,1-2 Year,No,34297.0,124.0,146,0
9066290,Male,51,1,24.0,0,1-2 Year,No,38911.0,122.0,243,1
8669444,Female,46,1,15.0,0,1-2 Year,Yes,40409.0,124.0,44,0
5657471,Male,23,1,12.0,0,< 1 Year,Yes,28040.0,152.0,293,0
5193731,Male,22,1,28.0,1,< 1 Year,No,49840.0,152.0,37,0
5876936,Male,21,1,8.0,1,< 1 Year,No,30594.0,160.0,211,0
5495752,Male,24,1,8.0,1,< 1 Year,No,27264.0,152.0,71,0
8014236,Female,22,1,29.0,0,1-2 Year,Yes,29424.0,163.0,29,1
5107316,Male,23,1,8.0,1,< 1 Year,No,48138.0,152.0,165,0
9718394,Female,46,1,2.0,0,1-2 Year,Yes,27863.0,152.0,48,0
9415930,Male,33,1,14.0,0,1-2 Year,Yes,2630.0,156.0,100,0
5355183,Male,52,1,36.0,1,1-2 Year,No,42740.0,124.0,106,0
5451828,Female,39,1,36.0,0,1-2 Year,Yes,36307.0,124.0,151,1
8352487,Female,26,1,30.0,0,1-2 Year,Yes,28151.0,157.0,180,1
2305690,Female,22,1,8.0,1,< 1 Year,No,53712.0,152.0,298,0
4366365,Male,27,1,45.0,1,< 1 Year,No,2630.0,152.0,251,0
10674350,Male,56,1,28.0,0,> 2 Years,Yes,32582.0,124.0,179,1
6567369,Male,50,1,41.0,0,1-2 Year,Yes,34887.0,124.0,31,0
6882503,Female,72,1,28.0,1,1-2 Year,No,46605.0,124.0,131,0
10206420,Male,41,1,33.0,1,1-2 Year,No,2630.0,124.0,226,0
4426277,Male,29,1,11.0,1,< 1 Year,No,27013.0,152.0,193,0
2888275,Male,26,1,8.0,1,< 1 Year,No,39342.0,152.0,78,0
6328350,Female,66,1,18.0,1,1-2 Year,No,31236.0,11.0,108,0
3411487,Female,54,1,46.0,0,1-2 Year,Yes,2630.0,154.0,264,0
10599199,Male,24,1,46.0,0,< 1 Year,No,27736.0,152.0,293,0
1543394,Female,28,1,33.0,1,< 1 Year,No,32287.0,152.0,228,0
7925106,Female,78,1,28.0,0,1-2 Year,No,40394.0,122.0,237,0
8935932,Female,48,1,28.0,1,1-2 Year,No,50791.0,26.0,202,0
10375438,Male,42,1,9.0,0,1-2 Year,Yes,36511.0,124.0,56,0
1340858,Male,58,1,41.0,0,1-2 Year,Yes,47186.0,12.0,236,1
6367972,Female,37,1,24.0,0,1-2 Year,Yes,2630.0,154.0,270,1
10342303,Female,31,1,41.0,0,1-2 Year,Yes,2630.0,156.0,275,0
3933240,Male,43,1,29.0,0,1-2 Year,Yes,36007.0,26.0,152,0
7883056,Female,33,1,50.0,0,< 1 Year,No,37357.0,151.0,193,0
8030645,Female,24,1,28.0,1,< 1 Year,No,29496.0,152.0,140,0
7397487,Male,31,1,20.0,0,< 1 Year,Yes,2630.0,154.0,161,1
6266667,Female,40,1,13.0,0,1-2 Year,Yes,38119.0,26.0,102,0
9385202,Male,32,1,21.0,1,< 1 Year,No,34334.0,152.0,284,0
3490321,Male,24,1,46.0,1,< 1 Year,No,34916.0,152.0,206,0
7438797,Female,27,1,28.0,1,< 1 Year,No,32395.0,152.0,120,0
7083542,Male,34,1,28.0,0,1-2 Year,Yes,25097.0,154.0,245,0
5139254,Female,25,1,28.0,1,< 1 Year,No,59080.0,152.0,298,0
